Paths,Accumulated Latency [s],Accumulated Noise [W],Accumulated SNR [dB]
C->B->E->A->F,0.010681860532399584,1.004947e-05,19.308620565257492
C->B->E->F,0.006696718194610669,6.051409e-06,14.552419203119157
C->B->E->D->F,0.009204617403262741,1.053825e-05,21.039355653699616
C->B->F,0.0038284787525002043,4.278438e-06,23.991866635047934
C->E->A->F,0.007333754818709885,5.256534e-06,16.701267484416938
C->E->A->B->F,0.007527907053025376,6.421492e-06,20.743250644467146
C->E->F,0.00334861248092097,2.785600e-06,23.343587626887835
C->E->B->A->F,0.009845205835778428,7.588592e-06,19.043332567857213
C->E->B->F,0.004361392410599315,3.718379e-06,19.179391546436687
C->E->D->F,0.005856511689573043,4.605123e-06,19.21283608305959
C->A->F,0.005995160726030036,5.012787e-06,21.7198230395152
C->A->B->E->F,0.00905755240245599,8.122802e-06,19.57138772583826
C->A->B->E->D->F,0.011565451611108064,9.905147e-06,15.010968038578367
C->A->B->F,0.006189312960345528,5.724890e-06,16.42958529335957
C->A->E->F,0.006546101385387447,5.758659e-06,15.377208422579189
C->A->E->B->F,0.007558881315065793,7.560867e-06,20.909565249725798
C->A->E->D->F,0.00905400059403952,9.310009e-06,20.968100746405373
D->E->A,0.005700845378931026,5.904280e-06,22.945932463162766
D->E->F->A,0.010499188332357667,8.735599e-06,12.136519684137204
D->E->F->B->A,0.010693340566673159,1.080472e-05,19.29463176514242
D->E->F->B->C->A,0.011539342519672351,1.174910e-05,12.43350401506608
D->E->B->A,0.00821229639599957,7.735452e-06,12.612420799451298
D->E->B->C->A,0.009058298348998763,1.134031e-05,20.72079170955626
D->E->B->F->A,0.011511968262036012,1.172623e-05,18.991352712140422
D->E->C->B->A,0.009027324086958347,1.714121e-05,19.80229526929953
D->E->C->B->F->A,0.01232699595299479,1.965959e-05,6.101758396265311
D->E->C->A,0.005710192635309065,6.959873e-06,12.195593511052188
D->F->A,0.0061414797802940135,5.012787e-06,21.7198230395152
D->F->B->A,0.006335632014609505,5.787654e-06,14.834573116320612
D->F->B->E->A,0.0077052003693297705,7.773738e-06,20.7889821864115
D->F->B->E->C->A,0.007714547625707811,8.533475e-06,12.27266812350976
D->F->B->C->E->A,0.008520228060288546,9.305919e-06,11.286896759347655
D->F->B->C->A,0.007181633967608698,8.070764e-06,21.235572416898382
D->F->E->A,0.006692420439651425,5.738834e-06,15.898196100134312
D->F->E->B->A,0.00920387145671997,8.227624e-06,19.515702272091165
D->F->E->B->C->A,0.010049873409719162,9.156035e-06,14.478796694188631
D->F->E->C->B->A,0.010018899147678745,8.686758e-06,15.582964591213354
D->F->E->C->A,0.006701767696029464,6.431332e-06,19.70976603481406
D->E->A->C->B,0.009385830161677522,1.051606e-05,20.134350991961384
D->E->A->F->B,0.011839500074714772,1.420548e-05,20.412427347711983
D->E->A->B,0.008539828208678327,7.895983e-06,12.827934471466975
D->E->F->A->C->B,0.014184173115104162,1.523750e-05,9.41558905138056
D->E->F->A->B,0.01333817116210497,1.412496e-05,19.410280548426723
D->E->F->B,0.007854357736925856,7.412727e-06,14.129051324717175
D->E->B,0.0053733135662522675,5.744945e-06,23.369462220676557
D->E->C->B,0.006188341257211044,7.180425e-06,11.755386366339454
D->E->C->A->F->B,0.01184884733109281,1.720063e-05,9.545547796541289
D->E->C->A->B,0.008549175465056368,1.540682e-05,19.96086323311895
D->F->A->C->B,0.009826464563040508,8.362007e-06,19.19279134682826
D->F->A->C->E->B,0.01035937822113962,8.941634e-06,13.349143313676159
D->F->A->B,0.008980462610041316,7.022211e-06,15.27424451269626
